task_id,mbpp_task_id,split,category,difficulty,prompt,function_name,cheap_score,expensive_score,cheap_pass,expensive_pass,oracle_score_label,oracle_strict_label,oracle_best_score,delta_score,route_cheap_cost,route_expensive_cost,delta_cost,n_failed_by_cheap_only,cheap_model_name,expensive_model_name,device,cheap_device,expensive_device,torch_dtype,prompt_format,cheap_entropy_mean,cheap_entropy_max,cheap_entropy_std,cheap_entropy_last,cheap_margin_mean,cheap_margin_min,cheap_top1_prob_mean,cheap_top1_prob_min,cheap_surprisal_mean,cheap_surprisal_max,agree_last_exact,agree_last_cheap_in_exp_topk,agree_last_cheap_rank_in_exp_topk,agree_last_exp_in_cheap_topk,agree_last_kl_exp_to_cheap,agree_last_kl_cheap_to_exp,agree_seq_exact_mean,agree_seq_topk_mean,agree_seq_kl_mean,novelty_mean,novelty_max,curvature_mean,curvature_max,frac_structural,n_tokens,n_words,cheap_generated_tokens,expensive_generated_tokens,cheap_generation_time_seconds,expensive_generation_time_seconds,cheap_failed_tests,expensive_failed_tests,cheap_test_count,expensive_test_count,feature_time_seconds,generation_time_seconds
mbpp_task769,769,train,code,hard,"Write a Python function for the task below. The function must be named Diff. Return only Python code.

Task: Write a python function to get the difference between two lists.",Diff,0.0,0.3333333333333333,False,False,expensive_only,cheap_only,0.3333333333333333,0.3333333333333333,50.35,51.0,-0.6499999999999986,0,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen/Qwen2.5-Coder-3B-Instruct,split,cuda:0,cuda:1,float16,auto,0.18448616564273834,0.73779296875,0.14549855887889862,0.1116943359375,0.4032438099384308,0.9999791979789734,0.5302070379257202,0.9999843835830688,0.2537446618080139,1.0,0.0,1.0,2.0,1.0,0.5306091904640198,0.5730345845222473,0.59375,0.5687500238418579,1.4094358682632446,0.43371209502220154,1.0,0.29766735434532166,1.0,0.15625,64.0,30.0,85,117,3.327840622999929,9.370731572000068,3,2,3,3,0.41633741600003304,12.698572194999997
mbpp_task790,790,train,code,hard,"Write a Python function for the task below. The function must be named even_position. Return only Python code.

Task: Write a python function to check whether every even index contains even numbers of a given list.",even_position,1.0,1.0,True,True,cheap_only,cheap_only,1.0,0.0,0.35,1.0,-0.65,0,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen/Qwen2.5-Coder-3B-Instruct,split,cuda:0,cuda:1,float16,auto,0.1786871701478958,0.73876953125,0.13666048645973206,0.10040283203125,0.38873806595802307,0.9999784827232361,0.5230284929275513,0.9999841451644897,0.26501360535621643,1.0,1.0,1.0,1.0,1.0,0.23641030490398407,0.192543163895607,0.6056337952613831,0.577464759349823,1.327864408493042,0.43471378087997437,1.0,0.27882397174835205,1.0,0.14084507042253522,71.0,36.0,93,94,3.746542330000011,7.23487070200008,0,0,3,3,0.4474662449999869,10.981413032000091
mbpp_task584,584,train,code,hard,"Write a Python function for the task below. The function must be named find_adverbs. Return only Python code.

Task: Write a function to find the first adverb ending with ly and its positions in a given string.",find_adverbs,0.0,0.0,False,False,cheap_only,cheap_only,0.0,0.0,50.35,51.0,-0.6499999999999986,0,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen/Qwen2.5-Coder-3B-Instruct,split,cuda:0,cuda:1,float16,auto,0.18338191509246826,0.73876953125,0.14069578051567078,0.0943603515625,0.36681097745895386,0.9999780058860779,0.5139047503471375,0.9999837875366211,0.27471908926963806,1.0,1.0,1.0,1.0,1.0,0.11062148958444595,0.11262085288763046,0.6486486196517944,0.5837838649749756,1.2547104358673096,0.45014944672584534,1.0,0.3207986354827881,1.0,0.14864864864864866,74.0,37.0,256,198,10.434744133000095,20.90371627400009,3,3,3,3,0.42733591999990495,31.338460407000184
mbpp_task237,237,train,code,hard,"Write a Python function for the task below. The function must be named check_occurences. Return only Python code.

Task: Write a function that takes in a list of tuples and returns a dictionary mapping each unique tuple to the number of times it occurs in the list.",check_occurences,0.0,0.0,False,False,cheap_only,cheap_only,0.0,0.0,50.35,51.0,-0.6499999999999986,0,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen/Qwen2.5-Coder-3B-Instruct,split,cuda:0,cuda:1,float16,auto,0.15640433132648468,0.73876953125,0.13620856404304504,0.09619140625,0.4150370657444,0.999978244304657,0.5665205717086792,0.9999850988388062,0.23104876279830933,1.0,1.0,1.0,1.0,1.0,0.21550573408603668,0.22300761938095093,0.6428571343421936,0.6119047999382019,1.124739170074463,0.40280523896217346,1.0,0.3189244568347931,1.0,0.11904761904761904,84.0,47.0,206,133,8.311913469000046,12.753705229000161,3,3,3,3,0.435167981999939,21.065618698000208
mbpp_task764,764,train,code,hard,"Write a Python function for the task below. The function must be named number_ctr. Return only Python code.

Task: Write a python function to count number of digits in a given string.",number_ctr,1.0,1.0,True,True,cheap_only,cheap_only,1.0,0.0,0.35,1.0,-0.65,0,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen/Qwen2.5-Coder-3B-Instruct,split,cuda:0,cuda:1,float16,auto,0.17747551202774048,0.73876953125,0.1405908316373825,0.1048583984375,0.41130852699279785,0.9999787211418152,0.5429114103317261,0.9999843835830688,0.25940579175949097,1.0,0.0,1.0,2.0,1.0,0.712633490562439,0.6192821264266968,0.641791045665741,0.5850746631622314,1.3508468866348267,0.4575028419494629,1.0,0.3051137924194336,1.0,0.14925373134328357,67.0,32.0,65,191,2.6367943089999244,18.990771933000133,0,0,4,4,0.43100407299994004,21.627566242000057
mbpp_task758,758,train,code,hard,"Write a Python function for the task below. The function must be named unique_sublists. Return only Python code.

Task: Write a function to count lists within a list. The function should return a dictionary where every list is converted to a tuple and the value of such tuple is the number of its occurencies in the original list.",unique_sublists,0.0,1.0,False,True,expensive_only,expensive_only,1.0,1.0,50.35,1.0,49.35,1,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen/Qwen2.5-Coder-3B-Instruct,split,cuda:0,cuda:1,float16,auto,0.16013690829277039,0.73779296875,0.1266992688179016,0.098388671875,0.40668371319770813,0.9999788999557495,0.5521459579467773,0.999984860420227,0.2409779280424118,1.0,1.0,1.0,1.0,1.0,0.04629569128155708,0.06522273272275925,0.6224489808082581,0.5999999642372131,1.0827734470367432,0.38154587149620056,1.0,0.2823493480682373,1.0,0.12244897959183673,98.0,58.0,225,48,9.328507171000183,3.5777922409999974,4,0,4,4,0.4381284890000643,12.90629941200018
mbpp_task395,395,train,code,hard,"Write a Python function for the task below. The function must be named first_non_repeating_character. Return only Python code.

Task: Write a python function to find the first non-repeated character in a given string.",first_non_repeating_character,1.0,1.0,True,True,cheap_only,cheap_only,1.0,0.0,0.35,1.0,-0.65,0,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen/Qwen2.5-Coder-3B-Instruct,split,cuda:0,cuda:1,float16,auto,0.15849074721336365,0.73876953125,0.14416342973709106,0.11279296875,0.4543934762477875,0.9999785423278809,0.5822298526763916,0.9999843835830688,0.24538400769233704,1.0,0.0,1.0,2.0,1.0,0.344760000705719,0.27964192628860474,0.6575342416763306,0.5808219313621521,1.256848931312561,0.467434823513031,1.0,0.29851967096328735,1.0,0.1506849315068493,73.0,34.0,168,256,7.161988930000007,32.00890097899992,0,0,3,3,0.42663357099991117,39.170889908999925
mbpp_task290,290,train,code,hard,"Write a Python function for the task below. The function must be named max_length. Return only Python code.

Task: Write a function to find the list of maximum length in a list of lists.",max_length,0.0,0.0,False,False,cheap_only,cheap_only,0.0,0.0,50.35,51.0,-0.6499999999999986,0,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen/Qwen2.5-Coder-3B-Instruct,split,cuda:0,cuda:1,float16,auto,0.17766287922859192,0.73876953125,0.1440092772245407,0.0909423828125,0.40546590089797974,0.9999788403511047,0.5365306735038757,0.9999839067459106,0.25279369950294495,1.0,1.0,1.0,1.0,1.0,0.3452184498310089,0.28317439556121826,0.5797101259231567,0.5507245659828186,1.4430761337280273,0.4447433352470398,1.0,0.2826113700866699,1.0,0.14492753623188406,69.0,34.0,80,111,3.1932156089999353,9.155929458999935,3,3,3,3,0.4084292940001433,12.34914506799987
mbpp_task557,557,train,code,hard,"Write a Python function for the task below. The function must be named toggle_string. Return only Python code.

Task: Write a function to toggle the case of all characters in a string.",toggle_string,1.0,1.0,True,True,cheap_only,cheap_only,1.0,0.0,0.35,1.0,-0.65,0,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen/Qwen2.5-Coder-3B-Instruct,split,cuda:0,cuda:1,float16,auto,0.17169803380966187,0.73876953125,0.1456719934940338,0.09344482421875,0.4261733293533325,0.9999769330024719,0.55656498670578,0.9999837875366211,0.24316062033176422,1.0,1.0,1.0,1.0,1.0,0.5156600475311279,0.46031373739242554,0.6716417670249939,0.5671641826629639,1.3576014041900635,0.4305306673049927,1.0,0.288017213344574,1.0,0.14925373134328357,67.0,32.0,64,110,2.6783970559999943,8.657588977999922,0,0,3,3,0.4182927470001232,11.335986033999916
mbpp_task622,622,train,code,hard,"Write a Python function for the task below. The function must be named get_median. Return only Python code.

Task: Write a function to find the median of two sorted lists of same size.",get_median,0.0,0.0,False,False,cheap_only,cheap_only,0.0,0.0,50.35,51.0,-0.6499999999999986,0,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen/Qwen2.5-Coder-3B-Instruct,split,cuda:0,cuda:1,float16,auto,0.17328663170337677,0.73876953125,0.14799915254116058,0.07647705078125,0.4117026925086975,0.999979555606842,0.5485044121742249,0.9999845027923584,0.2508910596370697,1.0,1.0,1.0,1.0,1.0,0.4707399904727936,0.4141530990600586,0.6176470518112183,0.5647058486938477,1.3501921892166138,0.42782047390937805,1.0,0.2982901632785797,1.0,0.14705882352941177,68.0,33.0,199,94,8.15009668699986,6.924055848999842,3,3,3,3,0.3971341569999822,15.074152535999701
mbpp_task230,230,train,code,hard,"Write a Python function for the task below. The function must be named replace_blank. Return only Python code.

Task: Write a function that takes in a string and character, replaces blank spaces in the string with the character, and returns the string.",replace_blank,1.0,1.0,True,True,cheap_only,cheap_only,1.0,0.0,0.35,1.0,-0.65,0,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen/Qwen2.5-Coder-3B-Instruct,split,cuda:0,cuda:1,float16,auto,0.16180762648582458,0.73876953125,0.13757982850074768,0.0830078125,0.4302622079849243,0.9999784827232361,0.5680932998657227,0.9999841451644897,0.2467411607503891,1.0,1.0,1.0,1.0,1.0,0.509770393371582,0.3923231363296509,0.6329113841056824,0.6075949668884277,1.1792998313903809,0.4112016558647156,1.0,0.2766369581222534,1.0,0.16455696202531644,79.0,42.0,92,39,3.622245823999947,2.510405973999923,0,0,3,3,0.42293167499997253,6.13265179799987
mbpp_task424,424,train,code,hard,"Write a Python function for the task below. The function must be named extract_rear. Return only Python code.

Task: Write a function to extract only the rear index element of each string in the given tuple.",extract_rear,0.0,1.0,False,True,expensive_only,expensive_only,1.0,1.0,50.35,1.0,49.35,1,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen/Qwen2.5-Coder-3B-Instruct,split,cuda:0,cuda:1,float16,auto,0.1776912808418274,0.73876953125,0.1440199613571167,0.11138916015625,0.4048236310482025,0.9999781250953674,0.5381938219070435,0.9999839067459106,0.27171945571899414,1.0,1.0,1.0,1.0,1.0,0.1556268185377121,0.16103261709213257,0.6666666865348816,0.5805555582046509,1.290099859237671,0.43704429268836975,1.0,0.3137687146663666,1.0,0.1388888888888889,72.0,36.0,73,94,2.8295106760001545,7.38052886499986,3,0,3,3,0.43484595899985834,10.210039541000015
mbpp_task12,12,train,code,hard,"Write a Python function for the task below. The function must be named sort_matrix. Return only Python code.

Task: Write a function to sort a given matrix in ascending order according to the sum of its rows.",sort_matrix,0.0,1.0,False,True,expensive_only,expensive_only,1.0,1.0,50.35,1.0,49.35,1,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen/Qwen2.5-Coder-3B-Instruct,split,cuda:0,cuda:1,float16,auto,0.17128565907478333,0.73876953125,0.13897888362407684,0.0887451171875,0.4095553159713745,0.9999776482582092,0.5439376831054688,0.9999839067459106,0.24474146962165833,1.0,1.0,1.0,1.0,1.0,0.2711567282676697,0.25742053985595703,0.625,0.5722222924232483,1.304258108139038,0.4191710352897644,1.0,0.301040381193161,1.0,0.1388888888888889,72.0,37.0,115,38,4.483331429999907,2.4949016320001647,3,0,3,3,0.43335232200001883,6.978233062000072
mbpp_task728,728,train,code,hard,"Write a Python function for the task below. The function must be named sum_list. Return only Python code.

Task: Write a function takes as input two lists [a_1,...,a_n], [b_1,...,b_n] and returns [a_1+b_1,...,a_n+b_n].",sum_list,1.0,1.0,True,True,cheap_only,cheap_only,1.0,0.0,0.35,1.0,-0.65,0,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen/Qwen2.5-Coder-3B-Instruct,split,cuda:0,cuda:1,float16,auto,0.1369091123342514,0.73876953125,0.1359788030385971,0.1033935546875,0.5085192918777466,0.9999788403511047,0.628767192363739,0.9999837875366211,0.22940406203269958,1.0,1.0,1.0,1.0,1.0,0.3425854444503784,0.3036094307899475,0.6947368383407593,0.612631618976593,0.9931848049163818,0.4036032557487488,1.0,0.2996159493923187,1.0,0.45263157894736844,95.0,37.0,90,83,3.7003129819997866,7.545124790000045,0,0,3,3,0.4192033250001259,11.245437771999832
mbpp_task143,143,train,code,hard,"Write a Python function for the task below. The function must be named find_lists. Return only Python code.

Task: Write a function to find number of lists present in the given tuple.",find_lists,0.0,0.0,False,False,cheap_only,cheap_only,0.0,0.0,50.35,51.0,-0.6499999999999986,0,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen/Qwen2.5-Coder-3B-Instruct,split,cuda:0,cuda:1,float16,auto,0.1837993562221527,0.73876953125,0.14225758612155914,0.10638427734375,0.40296125411987305,0.9999783635139465,0.5297116041183472,0.9999840259552002,0.26539039611816406,1.0,0.0,1.0,2.0,1.0,0.4665048122406006,0.38030126690864563,0.5970149040222168,0.5731343626976013,1.4022505283355713,0.44860461354255676,1.0,0.32001248002052307,1.0,0.14925373134328357,67.0,32.0,193,225,7.479012700999874,25.601889064000034,3,3,3,3,0.4200077830000737,33.08090176499991
mbpp_task615,615,train,code,hard,"Write a Python function for the task below. The function must be named average_tuple. Return only Python code.

Task: Write a function which takes a tuple of tuples and returns the average value for each tuple as a list.",average_tuple,0.0,0.0,False,False,cheap_only,cheap_only,0.0,0.0,50.35,51.0,-0.6499999999999986,0,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen/Qwen2.5-Coder-3B-Instruct,split,cuda:0,cuda:1,float16,auto,0.17237921059131622,0.73876953125,0.1382467895746231,0.11065673828125,0.3834598660469055,0.9999791383743286,0.5306842923164368,0.999984622001648,0.24971085786819458,1.0,1.0,1.0,1.0,1.0,0.13608944416046143,0.11699710786342621,0.6216216087341309,0.6081081628799438,1.2847307920455933,0.4197629690170288,1.0,0.28223922848701477,1.0,0.14864864864864866,74.0,39.0,108,95,4.154048594000187,7.346863050000138,3,3,3,3,0.41341332499996497,11.500911644000325
mbpp_task99,99,train,code,hard,"Write a Python function for the task below. The function must be named decimal_to_binary. Return only Python code.

Task: Write a function to convert the given decimal number to its binary equivalent, represented as a string with no leading zeros.",decimal_to_binary,0.0,0.0,False,False,cheap_only,cheap_only,0.0,0.0,50.35,51.0,-0.6499999999999986,0,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen/Qwen2.5-Coder-3B-Instruct,split,cuda:0,cuda:1,float16,auto,0.15827755630016327,0.73876953125,0.13779741525650024,0.087890625,0.45617666840553284,0.9999763369560242,0.5830187201499939,0.9999831914901733,0.24043239653110504,1.0,1.0,1.0,1.0,1.0,0.11808647960424423,0.12424338608980179,0.6883116960525513,0.6103895902633667,1.172192931175232,0.4187539219856262,1.0,0.2923409044742584,1.0,0.15584415584415584,77.0,40.0,179,40,7.321557471999995,2.5443100899999536,3,3,3,3,0.4414010899999994,9.865867561999949
mbpp_task62,62,train,code,hard,"Write a Python function for the task below. The function must be named smallest_num. Return only Python code.

Task: Write a python function to find smallest number in a list.",smallest_num,1.0,1.0,True,True,cheap_only,cheap_only,1.0,0.0,0.35,1.0,-0.65,0,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen/Qwen2.5-Coder-3B-Instruct,split,cuda:0,cuda:1,float16,auto,0.17538751661777496,0.73876953125,0.14566263556480408,0.10015869140625,0.4316537380218506,0.9999781847000122,0.5548117756843567,0.9999840259552002,0.2599666118621826,1.0,0.0,1.0,2.0,1.0,0.8183020949363708,0.6725268363952637,0.6307692527770996,0.5507692694664001,1.4011319875717163,0.43578431010246277,1.0,0.28953051567077637,1.0,0.15384615384615385,65.0,30.0,94,142,3.799638603000176,11.90902059799987,0,0,3,3,0.42053720700005215,15.708659201000046
mbpp_task98,98,train,code,hard,"Write a Python function for the task below. The function must be named multiply_num. Return only Python code.

Task: Write a function to multiply all the numbers in a list and divide with the length of the list.",multiply_num,0.0,1.0,False,True,expensive_only,expensive_only,1.0,1.0,50.35,1.0,49.35,1,Qwen/Qwen2.5-Coder-0.5B-Instruct,Qwen/Qwen2.5-Coder-3B-Instruct,split,cuda:0,cuda:1,float16,auto,0.16916388273239136,0.73876953125,0.1395641565322876,0.09033203125,0.42036816477775574,0.9999791979789734,0.5525248646736145,0.999984622001648,0.25176259875297546,1.0,1.0,1.0,1.0,1.0,0.3561180531978607,0.2893766462802887,0.6301369667053223,0.5753425359725952,1.2645010948181152,0.44566503167152405,1.0,0.3125704526901245,1.0,0.1506849315068493,73.0,38.0,98,88,3.8079514769999605,7.030330819000028,3,0,3,3,0.4215183729997989,10.838282295999988
